kind	record_id	direction	direction_before_audit	status	previous_status	web_search_status	confidence	review_required	zircon_index	zircon_name	mir2ei_name	alias_chain	external_sources	search_queries
monster	website:mob-13	both	both	both-resolved-by-web-alias	both-resolved-by-web-alias	family-rule-search	high	False	18	Oma Warrior	半兽战士	Oma Warrior > Wemade=Oma > mir2ei 百科 Oma Warrior→沃玛战士 > ZH候选=沃玛战士(mir2ei-wiki-json) > ZH候选=祖玛卫士(local-candidate:db_names) > mir2ei 百科 Oma→沃玛勇士 > ZH候选=沃玛勇士(mir2ei-wiki-json) > ZH候选=祖玛(local-candidate:db_names)	https://www.lomcn.net/wiki/index.php/Monster_Database;https://mir2ei.iamcheyan.com/data/wiki_data_v2.json;https://mir2ei.iamcheyan.com/data/wiki_data_v2.json;https://mir3.iamcheyan.com/mobs/mob-13.html	Legend of Mir 3 monster names list Wooma Zuma Banya Numa Chiwoo;site:lomcn.net Mir3 Zircon monster list;传奇3 Zircon 汉化 怪物名称 对照 MonsterInfo 中文;传奇3 冰宫 冰原 怪物 名称 列表;传奇3 怪物 名称 中英文对照 Zuma Oma Claw Cat 英文名;传奇3 怪物 白野猪 祖玛弓箭手 潘夜 英文名 WhiteBoar ZumaArcher Banya
monster	website:mob-14	both	both	both-resolved-by-web-alias	both-resolved-by-web-alias	family-rule-search	high	False	15	Forest Yeti	森林雪人	Forest Yeti > Wemade=ForestYeti > mir2ei 百科 Forest Yeti→森林雪人 > ZH候选=森林雪人(local-candidate:db_names,mir2ei-wiki-json) > mir2ei 百科 Forest Yeti→森林雪人 > 森林雪人 > EN=Forest Yeti(local-candidate:db_names,mir2ei-wiki-json)	https://www.lomcn.net/wiki/index.php/Monster_Database;https://mir2ei.iamcheyan.com/data/wiki_data_v2.json;https://mir2ei.iamcheyan.com/data/wiki_data_v2.json;https://mir3.iamcheyan.com/mobs/mob-14.html	Legend of Mir 3 monster names list Wooma Zuma Banya Numa Chiwoo;site:lomcn.net Mir3 Zircon monster list;传奇3 Zircon 汉化 怪物名称 对照 MonsterInfo 中文;传奇3 冰宫 冰原 怪物 名称 列表;传奇3 怪物 名称 中英文对照 Zuma Oma Claw Cat 英文名;传奇3 怪物 白野猪 祖玛弓箭手 潘夜 英文名 WhiteBoar ZumaArcher Banya
monster	website:mob-15	both	both	both-resolved-by-web-alias	both-resolved-by-web-alias	family-rule-search	high	False	23	Oma Hero	半兽勇士	Oma Hero > mir2ei 百科 Oma Hero→沃玛英雄 > ZH候选=沃玛英雄(mir2ei-wiki-json) > ZH候选=祖玛英雄(local-candidate:db_names) > mir2ei 百科 Oma Hero→沃玛英雄 > 半兽勇士	https://mir2ei.iamcheyan.com/data/wiki_data_v2.json;https://mir2ei.iamcheyan.com/data/wiki_data_v2.json;https://mir3.iamcheyan.com/mobs/mob-15.html	Legend of Mir 3 monster names list Wooma Zuma Banya Numa Chiwoo;site:lomcn.net Mir3 Zircon monster list;传奇3 Zircon 汉化 怪物名称 对照 MonsterInfo 中文;传奇3 冰宫 冰原 怪物 名称 列表;传奇3 怪物 名称 中英文对照 Zuma Oma Claw Cat 英文名;传奇3 怪物 白野猪 祖玛弓箭手 潘夜 英文名 WhiteBoar ZumaArcher Banya
monster	website:mob-16	both	both	conflict	conflict	family-rule-search	medium	True	19	Tiger Snake	红蛇	Tiger Snake > Wemade=TigerSnake > mir2ei 百科 Tiger Snake→虎蛇 > ZH候选=虎蛇(local-candidate:db_names,mir2ei-wiki-json) > mir2ei 百科 Tiger Snake→虎蛇 > 红蛇	https://www.lomcn.net/wiki/index.php/Monster_Database;https://mir2ei.iamcheyan.com/data/wiki_data_v2.json;https://mir2ei.iamcheyan.com/data/wiki_data_v2.json;https://mir3.iamcheyan.com/mobs/mob-16.html	Legend of Mir 3 monster names list Wooma Zuma Banya Numa Chiwoo;site:lomcn.net Mir3 Zircon monster list;传奇3 Zircon 汉化 怪物名称 对照 MonsterInfo 中文;传奇3 冰宫 冰原 怪物 名称 列表;传奇3 怪物 名称 中英文对照 Zuma Oma Claw Cat 英文名;传奇3 怪物 白野猪 祖玛弓箭手 潘夜 英文名 WhiteBoar ZumaArcher Banya
monster	website:mob-17	both	both	conflict	conflict	family-rule-search	medium	True	19	Tiger Snake	虎蛇	Tiger Snake > Wemade=TigerSnake > mir2ei 百科 Tiger Snake→虎蛇 > ZH候选=虎蛇(local-candidate:db_names,mir2ei-wiki-json) > mir2ei 百科 Tiger Snake→虎蛇 > 虎蛇 > EN=Tiger Snake(local-candidate:db_names,mir2ei-wiki-json)	https://www.lomcn.net/wiki/index.php/Monster_Database;https://mir2ei.iamcheyan.com/data/wiki_data_v2.json;https://mir2ei.iamcheyan.com/data/wiki_data_v2.json;https://mir3.iamcheyan.com/mobs/mob-17.html	Legend of Mir 3 monster names list Wooma Zuma Banya Numa Chiwoo;site:lomcn.net Mir3 Zircon monster list;传奇3 Zircon 汉化 怪物名称 对照 MonsterInfo 中文;传奇3 冰宫 冰原 怪物 名称 列表;传奇3 怪物 名称 中英文对照 Zuma Oma Claw Cat 英文名;传奇3 怪物 白野猪 祖玛弓箭手 潘夜 英文名 WhiteBoar ZumaArcher Banya
monster	website:mob-18	mir2ei-only	mir2ei-only	pending-web-evidence	pending-web-evidence	family-search-no-result	low	True			七点白蛇	七点白蛇	https://mir3.iamcheyan.com/mobs/mob-18.html	Legend of Mir 3 monster names list Wooma Zuma Banya Numa Chiwoo;site:lomcn.net Mir3 Zircon monster list;传奇3 Zircon 汉化 怪物名称 对照 MonsterInfo 中文;传奇3 冰宫 冰原 怪物 名称 列表;传奇3 怪物 名称 中英文对照 Zuma Oma Claw Cat 英文名;传奇3 怪物 白野猪 祖玛弓箭手 潘夜 英文名 WhiteBoar ZumaArcher Banya
monster	website:mob-19	mir2ei-only	mir2ei-only	pending-web-evidence	pending-web-evidence	family-search-no-result	low	True			千年毒蛇	千年毒蛇	https://mir3.iamcheyan.com/mobs/mob-19.html	Legend of Mir 3 monster names list Wooma Zuma Banya Numa Chiwoo;site:lomcn.net Mir3 Zircon monster list;传奇3 Zircon 汉化 怪物名称 对照 MonsterInfo 中文;传奇3 冰宫 冰原 怪物 名称 列表;传奇3 怪物 名称 中英文对照 Zuma Oma Claw Cat 英文名;传奇3 怪物 白野猪 祖玛弓箭手 潘夜 英文名 WhiteBoar ZumaArcher Banya
monster	website:mob-20	both	both	both-resolved-by-web-alias	both-resolved-by-web-alias	family-rule-search	high	False	43	Beetle	盔甲虫	Beetle > mir2ei 百科 Beetle→甲虫 > ZH候选=甲虫(local-candidate:db_names,mir2ei-wiki-json) > mir2ei 百科 Beetle→甲虫 > ZH候选=甲虫(local-candidate:db_names,mir2ei-wiki-json) > 盔甲虫	https://mir2ei.iamcheyan.com/data/wiki_data_v2.json;https://mir2ei.iamcheyan.com/data/wiki_data_v2.json;https://mir3.iamcheyan.com/mobs/mob-20.html	Legend of Mir 3 monster names list Wooma Zuma Banya Numa Chiwoo;site:lomcn.net Mir3 Zircon monster list;传奇3 Zircon 汉化 怪物名称 对照 MonsterInfo 中文;传奇3 冰宫 冰原 怪物 名称 列表;传奇3 怪物 名称 中英文对照 Zuma Oma Claw Cat 英文名;传奇3 怪物 白野猪 祖玛弓箭手 潘夜 英文名 WhiteBoar ZumaArcher Banya
monster	website:mob-21	mir2ei-only	mir2ei-only	pending-web-evidence	pending-web-evidence	family-search-no-result	low	True			猎鹰	猎鹰	https://mir3.iamcheyan.com/mobs/mob-21.html	Legend of Mir 3 monster names list Wooma Zuma Banya Numa Chiwoo;site:lomcn.net Mir3 Zircon monster list;传奇3 Zircon 汉化 怪物名称 对照 MonsterInfo 中文;传奇3 冰宫 冰原 怪物 名称 列表;传奇3 怪物 名称 中英文对照 Zuma Oma Claw Cat 英文名;传奇3 怪物 白野猪 祖玛弓箭手 潘夜 英文名 WhiteBoar ZumaArcher Banya
monster	website:mob-22	both	both	both-resolved-by-web-alias	both-resolved-by-web-alias	family-rule-search	high	False	46	Mutant Flea	威思而小虫	Mutant Flea > mir2ei 百科 Mutant Flea→变异跳蚤 > ZH候选=变异跳蚤(local-candidate:db_names,mir2ei-wiki-json) > mir2ei 百科 Mutant Flea→变异跳蚤 > 威思而小虫	https://mir2ei.iamcheyan.com/data/wiki_data_v2.json;https://mir2ei.iamcheyan.com/data/wiki_data_v2.json;https://mir3.iamcheyan.com/mobs/mob-22.html	Legend of Mir 3 monster names list Wooma Zuma Banya Numa Chiwoo;site:lomcn.net Mir3 Zircon monster list;传奇3 Zircon 汉化 怪物名称 对照 MonsterInfo 中文;传奇3 冰宫 冰原 怪物 名称 列表;传奇3 怪物 名称 中英文对照 Zuma Oma Claw Cat 英文名;传奇3 怪物 白野猪 祖玛弓箭手 潘夜 英文名 WhiteBoar ZumaArcher Banya
monster	website:mob-23	both	both	both-resolved-by-web-alias	both-resolved-by-web-alias	family-rule-search	high	False	47	Poisonous Mutant Flea	沙漠威斯而小虫	Poisonous Mutant Flea > mir2ei 百科 Poisonous Mutant Flea→剧毒变异跳蚤 > ZH候选=剧毒变异跳蚤(local-candidate:db_names,mir2ei-wiki-json) > mir2ei 百科 Poisonous Mutant Flea→剧毒变异跳蚤 > 沙漠威斯而小虫	https://mir2ei.iamcheyan.com/data/wiki_data_v2.json;https://mir2ei.iamcheyan.com/data/wiki_data_v2.json;https://mir3.iamcheyan.com/mobs/mob-23.html	Legend of Mir 3 monster names list Wooma Zuma Banya Numa Chiwoo;site:lomcn.net Mir3 Zircon monster list;传奇3 Zircon 汉化 怪物名称 对照 MonsterInfo 中文;传奇3 冰宫 冰原 怪物 名称 列表;传奇3 怪物 名称 中英文对照 Zuma Oma Claw Cat 英文名;传奇3 怪物 白野猪 祖玛弓箭手 潘夜 英文名 WhiteBoar ZumaArcher Banya
monster	website:mob-24	mir2ei-only	mir2ei-only	pending-web-evidence	pending-web-evidence	family-search-no-result	low	True			多角虫	多角虫	https://mir3.iamcheyan.com/mobs/mob-24.html	Legend of Mir 3 monster names list Wooma Zuma Banya Numa Chiwoo;site:lomcn.net Mir3 Zircon monster list;传奇3 Zircon 汉化 怪物名称 对照 MonsterInfo 中文;传奇3 冰宫 冰原 怪物 名称 列表;传奇3 怪物 名称 中英文对照 Zuma Oma Claw Cat 英文名;传奇3 怪物 白野猪 祖玛弓箭手 潘夜 英文名 WhiteBoar ZumaArcher Banya
monster	website:mob-25	mir2ei-only	mir2ei-only	pending-web-evidence	pending-web-evidence	family-search-no-result	low	True			巨型多角虫	巨型多角虫	https://mir3.iamcheyan.com/mobs/mob-25.html	Legend of Mir 3 monster names list Wooma Zuma Banya Numa Chiwoo;site:lomcn.net Mir3 Zircon monster list;传奇3 Zircon 汉化 怪物名称 对照 MonsterInfo 中文;传奇3 冰宫 冰原 怪物 名称 列表;传奇3 怪物 名称 中英文对照 Zuma Oma Claw Cat 英文名;传奇3 怪物 白野猪 祖玛弓箭手 潘夜 英文名 WhiteBoar ZumaArcher Banya
monster	website:mob-26	both	both	conflict	conflict	family-rule-search	medium	True	24	Cave Bat	山洞蝙蝠	Cave Bat > Wemade=CaveBat > mir2ei 百科 Cave Bat→洞蝙蝠 > ZH候选=洞蝙蝠(mir2ei-wiki-json) > ZH候选=洞穴蝙蝠(local-candidate:db_names) > mir2ei 百科 Cave Bat→洞蝙蝠 > 山洞蝙蝠	https://www.lomcn.net/wiki/index.php/Monster_Database;https://mir2ei.iamcheyan.com/data/wiki_data_v2.json;https://mir2ei.iamcheyan.com/data/wiki_data_v2.json;https://mir3.iamcheyan.com/mobs/mob-26.html	Legend of Mir 3 monster names list Wooma Zuma Banya Numa Chiwoo;site:lomcn.net Mir3 Zircon monster list;传奇3 Zircon 汉化 怪物名称 对照 MonsterInfo 中文;传奇3 冰宫 冰原 怪物 名称 列表;传奇3 怪物 名称 中英文对照 Zuma Oma Claw Cat 英文名;传奇3 怪物 白野猪 祖玛弓箭手 潘夜 英文名 WhiteBoar ZumaArcher Banya
monster	website:mob-27	both	both	both-resolved-by-web-alias	both-resolved-by-web-alias	family-rule-search	high	False	25	Scorpion	蝎子	Scorpion > Wemade=Scorpion > mir2ei 百科 Scorpion→蝎子 > ZH候选=蝎子(local-candidate:db_names,mir2ei-wiki-json) > mir2ei 百科 Scorpion→蝎子 > ZH候选=蝎子(local-candidate:db_names,mir2ei-wiki-json) > 蝎子 > EN=Scorpion(local-candidate:db_names,mir2ei-wiki-json)	https://www.lomcn.net/wiki/index.php/Monster_Database;https://mir2ei.iamcheyan.com/data/wiki_data_v2.json;https://mir2ei.iamcheyan.com/data/wiki_data_v2.json;https://mir3.iamcheyan.com/mobs/mob-27.html	Legend of Mir 3 monster names list Wooma Zuma Banya Numa Chiwoo;site:lomcn.net Mir3 Zircon monster list;传奇3 Zircon 汉化 怪物名称 对照 MonsterInfo 中文;传奇3 冰宫 冰原 怪物 名称 列表;传奇3 怪物 名称 中英文对照 Zuma Oma Claw Cat 英文名;传奇3 怪物 白野猪 祖玛弓箭手 潘夜 英文名 WhiteBoar ZumaArcher Banya
monster	website:mob-28	both	both	both-resolved-by-web-alias	both-resolved-by-web-alias	family-rule-search	high	False	31	Cave Maggot	洞蛆	Cave Maggot > Wemade=CaveMaggot > mir2ei 百科 Cave Maggot→洞蛆 > ZH候选=洞蛆(mir2ei-wiki-json) > ZH候选=洞穴蛆虫(local-candidate:db_names) > mir2ei 百科 Cave Maggot→洞蛆 > 洞蛆 > EN=Cave Maggot(mir2ei-wiki-json)	https://www.lomcn.net/wiki/index.php/Monster_Database;https://mir2ei.iamcheyan.com/data/wiki_data_v2.json;https://mir2ei.iamcheyan.com/data/wiki_data_v2.json;https://mir3.iamcheyan.com/mobs/mob-28.html	Legend of Mir 3 monster names list Wooma Zuma Banya Numa Chiwoo;site:lomcn.net Mir3 Zircon monster list;传奇3 Zircon 汉化 怪物名称 对照 MonsterInfo 中文;传奇3 冰宫 冰原 怪物 名称 列表;传奇3 怪物 名称 中英文对照 Zuma Oma Claw Cat 英文名;传奇3 怪物 白野猪 祖玛弓箭手 潘夜 英文名 WhiteBoar ZumaArcher Banya
