kind	status	review_class	index	name	old_map	old_x	old_y	target_map	target_x	target_y	monster_index	monster_name	hero_kill_map	hero_kill_x	hero_kill_y	hero_kill_range	hero_kill_count	hero_kill_interval	match_method	mapping_method	confidence	walkable	hero_kill_walkable	placement_rule	review_decision	approved_map	approved_x	approved_y	approved_count	approved_range	approved_interval	review_note	reason	source	candidates_json	warnings_json	range_note
npc	pending-review	variant	28	Rainier	1	366	182	1	381	198									semantic-audit		low	"{""old"":""fail"",""target"":""pass""}"		same-store-cluster	needs-evidence							保守复核：候选坐标来自自动安置，尚无独立原版身份/地标证据；暂不写入。	walkable topology candidate; manual review required	NpcMover/audit-report.md	"[{""x"":381,""y"":198,""score"":0.35,""anchor"":{""x"":382,""y"":198},""separation"":1},{""x"":382,""y"":140,""score"":0.35,""anchor"":{""x"":382,""y"":141},""separation"":1},{""x"":382,""y"":142,""score"":0.35,""anchor"":{""x"":382,""y"":141},""separation"":1}]"	"[""map relation does not permit blind original-coordinate reuse""]"	not-applicable
npc	pending-review	exact	30	Mr. Kim	2	351	219	2	351	219									semantic-audit		low	"{""old"":""fail"",""target"":""fail""}"		same-store-cluster	needs-evidence							保守复核：候选坐标来自自动安置，尚无独立原版身份/地标证据；暂不写入。	audit target coordinate reused only for exact/renamed map relation	NpcMover/audit-report.md	"[{""x"":351,""y"":219,""score"":0,""anchor"":{""x"":351,""y"":219},""separation"":0}]"	"[""target coordinate outside map or blocked""]"	not-applicable
npc	pending-review	exact	31	Henry	2	331	225	2	331	225									semantic-audit		low	"{""old"":""fail"",""target"":""fail""}"		same-store-cluster	needs-evidence							保守复核：候选坐标来自自动安置，尚无独立原版身份/地标证据；暂不写入。	audit target coordinate reused only for exact/renamed map relation	NpcMover/audit-report.md	"[{""x"":331,""y"":225,""score"":0,""anchor"":{""x"":331,""y"":225},""separation"":0}]"	"[""target coordinate outside map or blocked""]"	not-applicable
npc	pending-review	exact	36	Sara	2	342	235	2	342	235									semantic-audit		low	"{""old"":""fail"",""target"":""fail""}"		same-store-cluster	needs-evidence							保守复核：候选坐标来自自动安置，尚无独立原版身份/地标证据；暂不写入。	audit target coordinate reused only for exact/renamed map relation	NpcMover/audit-report.md	"[{""x"":342,""y"":235,""score"":0,""anchor"":{""x"":342,""y"":235},""separation"":0}]"	"[""target coordinate outside map or blocked""]"	not-applicable
npc	pending-review	variant	38		0	408	377	0	173	156									pending		low	"{""old"":""fail"",""target"":""pass""}"		town-safezone-extra	needs-evidence							保守复核：候选坐标来自自动安置，尚无独立原版身份/地标证据；暂不写入。	walkable topology candidate; manual review required	NpcMover/audit-report.md	"[{""x"":173,""y"":156,""score"":-7.8,""anchor"":{""x"":173,""y"":156},""separation"":345},{""x"":173,""y"":170,""score"":-7.8,""anchor"":{""x"":173,""y"":170},""separation"":331},{""x"":160,""y"":233,""score"":-7.8,""anchor"":{""x"":160,""y"":233},""separation"":281}]"	"[""map relation does not permit blind original-coordinate reuse""]"	not-applicable
npc	pending-review	variant	39	Hexa Holy Stone	0	498	463	0	316	26									semantic-audit		low	"{""old"":""fail"",""target"":""pass""}"		town-entrance-teleporter	needs-evidence							保守复核：候选坐标来自自动安置，尚无独立原版身份/地标证据；暂不写入。	walkable topology candidate; manual review required	NpcMover/audit-report.md	"[{""x"":316,""y"":26,""score"":-7.8,""anchor"":{""x"":316,""y"":26},""separation"":273},{""x"":313,""y"":28,""score"":-7.8,""anchor"":{""x"":313,""y"":28},""separation"":268},{""x"":102,""y"":320,""score"":-7.8,""anchor"":{""x"":102,""y"":320},""separation"":235}]"	"[""map relation does not permit blind original-coordinate reuse""]"	not-applicable
npc	pending-review	exact	41	Hexa Holy Stone	2	306	244	2	306	244									semantic-audit		low	"{""old"":""fail"",""target"":""fail""}"		town-entrance-teleporter	needs-evidence							保守复核：候选坐标来自自动安置，尚无独立原版身份/地标证据；暂不写入。	audit target coordinate reused only for exact/renamed map relation	NpcMover/audit-report.md	"[{""x"":306,""y"":244,""score"":0,""anchor"":{""x"":306,""y"":244},""separation"":0}]"	"[""target coordinate outside map or blocked""]"	not-applicable
npc	pending-review	variant	42	Hexa Holy Stone	1	416	179	1	121	318									semantic-audit		low	"{""old"":""fail"",""target"":""pass""}"		town-entrance-teleporter	needs-evidence							保守复核：候选坐标来自自动安置，尚无独立原版身份/地标证据；暂不写入。	walkable topology candidate; manual review required	NpcMover/audit-report.md	"[{""x"":121,""y"":318,""score"":-7.8,""anchor"":{""x"":121,""y"":318},""separation"":362},{""x"":28,""y"":223,""score"":-7.8,""anchor"":{""x"":28,""y"":223},""separation"":360},{""x"":208,""y"":35,""score"":-7.8,""anchor"":{""x"":208,""y"":35},""separation"":261}]"	"[""map relation does not permit blind original-coordinate reuse""]"	not-applicable
npc	pending-review	replacement	43	Hexa Holy Stone	5	204	289	5	24	305									semantic-audit		low	"{""old"":""pass"",""target"":""pass""}"		town-entrance-teleporter	needs-evidence							保守复核：候选坐标来自自动安置，尚无独立原版身份/地标证据；暂不写入。	walkable topology candidate; manual review required	NpcMover/audit-report.md	"[{""x"":24,""y"":305,""score"":-7.8,""anchor"":{""x"":24,""y"":305},""separation"":185},{""x"":74,""y"":34,""score"":-7.8,""anchor"":{""x"":74,""y"":34},""separation"":181},{""x"":20,""y"":90,""score"":-7.8,""anchor"":{""x"":20,""y"":90},""separation"":179}]"	"[""map relation does not permit blind original-coordinate reuse""]"	not-applicable
npc	pending-review	exact	44	Hexa Holy Stone	4	435	83	4	435	83									semantic-audit		low	"{""old"":""fail"",""target"":""fail""}"		town-entrance-teleporter	needs-evidence							保守复核：候选坐标来自自动安置，尚无独立原版身份/地标证据；暂不写入。	audit target coordinate reused only for exact/renamed map relation	NpcMover/audit-report.md	"[{""x"":435,""y"":83,""score"":0,""anchor"":{""x"":435,""y"":83},""separation"":0}]"	"[""target coordinate outside map or blocked""]"	not-applicable
npc	pending-review	variant	45	Hexa Holy Stone	12	190	265	12	362	394									pending		low	"{""old"":""pass"",""target"":""pass""}"		town-entrance-teleporter	needs-evidence							保守复核：候选坐标来自自动安置，尚无独立原版身份/地标证据；暂不写入。	walkable topology candidate; manual review required	NpcMover/audit-report.md	"[{""x"":362,""y"":394,""score"":-7.8,""anchor"":{""x"":362,""y"":394},""separation"":297},{""x"":361,""y"":393,""score"":-7.8,""anchor"":{""x"":361,""y"":393},""separation"":295},{""x"":362,""y"":392,""score"":-7.8,""anchor"":{""x"":362,""y"":392},""separation"":295}]"	"[""map relation does not permit blind original-coordinate reuse""]"	not-applicable
npc	pending-review	replacement	48	Jack	5	227	169	5	180	277									semantic-audit		low	"{""old"":""fail"",""target"":""pass""}"		same-store-cluster	needs-evidence							保守复核：候选坐标来自自动安置，尚无独立原版身份/地标证据；暂不写入。	walkable topology candidate; manual review required	NpcMover/audit-report.md	"[{""x"":180,""y"":277,""score"":0.35,""anchor"":{""x"":181,""y"":277},""separation"":1},{""x"":181,""y"":276,""score"":0.35,""anchor"":{""x"":181,""y"":277},""separation"":1},{""x"":181,""y"":278,""score"":0.35,""anchor"":{""x"":181,""y"":277},""separation"":1}]"	"[""map relation does not permit blind original-coordinate reuse""]"	not-applicable
npc	pending-review	replacement	50	Tasha	5	198	252	5	181	276									semantic-audit		low	"{""old"":""pass"",""target"":""pass""}"		same-store-cluster	needs-evidence							保守复核：候选坐标来自自动安置，尚无独立原版身份/地标证据；暂不写入。	walkable topology candidate; manual review required	NpcMover/audit-report.md	"[{""x"":181,""y"":276,""score"":0.35,""anchor"":{""x"":181,""y"":277},""separation"":1},{""x"":181,""y"":278,""score"":0.35,""anchor"":{""x"":181,""y"":277},""separation"":1},{""x"":182,""y"":277,""score"":0.35,""anchor"":{""x"":181,""y"":277},""separation"":1}]"	"[""map relation does not permit blind original-coordinate reuse""]"	not-applicable
npc	pending-review	replacement	52	Clinton	5	192	232	5	181	278									semantic-audit		low	"{""old"":""fail"",""target"":""pass""}"		same-store-cluster	needs-evidence							保守复核：候选坐标来自自动安置，尚无独立原版身份/地标证据；暂不写入。	walkable topology candidate; manual review required	NpcMover/audit-report.md	"[{""x"":181,""y"":278,""score"":0.35,""anchor"":{""x"":181,""y"":277},""separation"":1},{""x"":182,""y"":277,""score"":0.35,""anchor"":{""x"":181,""y"":277},""separation"":1},{""x"":188,""y"":252,""score"":0.35,""anchor"":{""x"":189,""y"":252},""separation"":1}]"	"[""map relation does not permit blind original-coordinate reuse""]"	not-applicable
npc	pending-review	replacement	56	Hexa Holy Stone	5	112	177	5	74	34									semantic-audit		low	"{""old"":""pass"",""target"":""pass""}"		town-entrance-teleporter	needs-evidence							保守复核：候选坐标来自自动安置，尚无独立原版身份/地标证据；暂不写入。	walkable topology candidate; manual review required	NpcMover/audit-report.md	"[{""x"":74,""y"":34,""score"":-7.8,""anchor"":{""x"":74,""y"":34},""separation"":181},{""x"":20,""y"":90,""score"":-7.8,""anchor"":{""x"":20,""y"":90},""separation"":179},{""x"":61,""y"":190,""score"":-7.8,""anchor"":{""x"":61,""y"":190},""separation"":64}]"	"[""map relation does not permit blind original-coordinate reuse""]"	not-applicable
npc	pending-review	replacement	60	Glenn	5	189	252	5	182	277									semantic-audit		low	"{""old"":""pass"",""target"":""pass""}"		same-store-cluster	needs-evidence							保守复核：候选坐标来自自动安置，尚无独立原版身份/地标证据；暂不写入。	walkable topology candidate; manual review required	NpcMover/audit-report.md	"[{""x"":182,""y"":277,""score"":0.35,""anchor"":{""x"":181,""y"":277},""separation"":1},{""x"":188,""y"":252,""score"":0.35,""anchor"":{""x"":189,""y"":252},""separation"":1},{""x"":189,""y"":251,""score"":0.35,""anchor"":{""x"":189,""y"":252},""separation"":1}]"	"[""map relation does not permit blind original-coordinate reuse""]"	not-applicable
npc	pending-review	replacement	61	Grace	5	181	277	5	188	252									semantic-audit		low	"{""old"":""pass"",""target"":""pass""}"		same-store-cluster	needs-evidence							保守复核：候选坐标来自自动安置，尚无独立原版身份/地标证据；暂不写入。	walkable topology candidate; manual review required	NpcMover/audit-report.md	"[{""x"":188,""y"":252,""score"":0.35,""anchor"":{""x"":189,""y"":252},""separation"":1},{""x"":189,""y"":251,""score"":0.35,""anchor"":{""x"":189,""y"":252},""separation"":1},{""x"":191,""y"":232,""score"":0.35,""anchor"":{""x"":192,""y"":232},""separation"":1}]"	"[""map relation does not permit blind original-coordinate reuse""]"	not-applicable
npc	pending-review	replacement	62	Marshal	5	197	235	5	189	251									semantic-audit		low	"{""old"":""pass"",""target"":""pass""}"		same-store-cluster	needs-evidence							保守复核：候选坐标来自自动安置，尚无独立原版身份/地标证据；暂不写入。	walkable topology candidate; manual review required	NpcMover/audit-report.md	"[{""x"":189,""y"":251,""score"":0.35,""anchor"":{""x"":189,""y"":252},""separation"":1},{""x"":191,""y"":232,""score"":0.35,""anchor"":{""x"":192,""y"":232},""separation"":1},{""x"":192,""y"":231,""score"":0.35,""anchor"":{""x"":192,""y"":232},""separation"":1}]"	"[""map relation does not permit blind original-coordinate reuse""]"	not-applicable
npc	pending-review	replacement	63	Mandie	5	200	249	5	191	232									semantic-audit		low	"{""old"":""pass"",""target"":""pass""}"		same-store-cluster	needs-evidence							保守复核：候选坐标来自自动安置，尚无独立原版身份/地标证据；暂不写入。	walkable topology candidate; manual review required	NpcMover/audit-report.md	"[{""x"":191,""y"":232,""score"":0.35,""anchor"":{""x"":192,""y"":232},""separation"":1},{""x"":192,""y"":231,""score"":0.35,""anchor"":{""x"":192,""y"":232},""separation"":1},{""x"":192,""y"":233,""score"":0.35,""anchor"":{""x"":192,""y"":232},""separation"":1}]"	"[""map relation does not permit blind original-coordinate reuse""]"	not-applicable
npc	pending-review	exact	65	Tumur	4	438	52	4	438	52									semantic-audit		low	"{""old"":""fail"",""target"":""fail""}"		same-store-cluster	needs-evidence							保守复核：候选坐标来自自动安置，尚无独立原版身份/地标证据；暂不写入。	audit target coordinate reused only for exact/renamed map relation	NpcMover/audit-report.md	"[{""x"":438,""y"":52,""score"":0,""anchor"":{""x"":438,""y"":52},""separation"":0}]"	"[""target coordinate outside map or blocked""]"	not-applicable
npc	pending-review	exact	68	Wooshas	4	426	95	4	426	95									pending		low	"{""old"":""fail"",""target"":""fail""}"		same-store-cluster	needs-evidence							保守复核：候选坐标来自自动安置，尚无独立原版身份/地标证据；暂不写入。	audit target coordinate reused only for exact/renamed map relation	NpcMover/audit-report.md	"[{""x"":426,""y"":95,""score"":0,""anchor"":{""x"":426,""y"":95},""separation"":0}]"	"[""target coordinate outside map or blocked""]"	not-applicable
npc	pending-review	exact	77	Dr. Park	8	282	224	8	282	224									semantic-audit		low	"{""old"":""fail"",""target"":""fail""}"		same-store-cluster	needs-evidence							保守复核：候选坐标来自自动安置，尚无独立原版身份/地标证据；暂不写入。	audit target coordinate reused only for exact/renamed map relation	NpcMover/audit-report.md	"[{""x"":282,""y"":224,""score"":0,""anchor"":{""x"":282,""y"":224},""separation"":0}]"	"[""target coordinate outside map or blocked""]"	not-applicable
npc	pending-review	exact	79	Cherrill	8	266	285	8	266	285									semantic-audit		low	"{""old"":""fail"",""target"":""fail""}"		same-store-cluster	needs-evidence							保守复核：候选坐标来自自动安置，尚无独立原版身份/地标证据；暂不写入。	audit target coordinate reused only for exact/renamed map relation	NpcMover/audit-report.md	"[{""x"":266,""y"":285,""score"":0,""anchor"":{""x"":266,""y"":285},""separation"":0}]"	"[""target coordinate outside map or blocked""]"	not-applicable
npc	pending-review	variant	81	Warren	12	188	265	12	187	265									pending		low	"{""old"":""fail"",""target"":""pass""}"		same-store-cluster	needs-evidence							保守复核：候选坐标来自自动安置，尚无独立原版身份/地标证据；暂不写入。	walkable topology candidate; manual review required	NpcMover/audit-report.md	"[{""x"":187,""y"":265,""score"":0.35,""anchor"":{""x"":188,""y"":265},""separation"":1},{""x"":188,""y"":268,""score"":0.35,""anchor"":{""x"":188,""y"":267},""separation"":1},{""x"":189,""y"":263,""score"":0.35,""anchor"":{""x"":188,""y"":263},""separation"":1}]"	"[""map relation does not permit blind original-coordinate reuse""]"	not-applicable
npc	pending-review	variant	82	Norman	12	190	263	12	188	268									pending		low	"{""old"":""pass"",""target"":""pass""}"		same-store-cluster	needs-evidence							保守复核：候选坐标来自自动安置，尚无独立原版身份/地标证据；暂不写入。	walkable topology candidate; manual review required	NpcMover/audit-report.md	"[{""x"":188,""y"":268,""score"":0.35,""anchor"":{""x"":188,""y"":267},""separation"":1},{""x"":189,""y"":263,""score"":0.35,""anchor"":{""x"":188,""y"":263},""separation"":1},{""x"":189,""y"":265,""score"":0.35,""anchor"":{""x"":188,""y"":265},""separation"":1}]"	"[""map relation does not permit blind original-coordinate reuse""]"	not-applicable
npc	pending-review	variant	83	Lawrence	12	190	267	12	189	263									pending		low	"{""old"":""pass"",""target"":""pass""}"		same-store-cluster	needs-evidence							保守复核：候选坐标来自自动安置，尚无独立原版身份/地标证据；暂不写入。	walkable topology candidate; manual review required	NpcMover/audit-report.md	"[{""x"":189,""y"":263,""score"":0.35,""anchor"":{""x"":188,""y"":263},""separation"":1},{""x"":189,""y"":265,""score"":0.35,""anchor"":{""x"":188,""y"":265},""separation"":1},{""x"":190,""y"":262,""score"":0.35,""anchor"":{""x"":190,""y"":263},""separation"":1}]"	"[""map relation does not permit blind original-coordinate reuse""]"	not-applicable
npc	pending-review	variant	84	Nancy	12	192	265	12	189	265									pending		low	"{""old"":""fail"",""target"":""pass""}"		same-store-cluster	needs-evidence							保守复核：候选坐标来自自动安置，尚无独立原版身份/地标证据；暂不写入。	walkable topology candidate; manual review required	NpcMover/audit-report.md	"[{""x"":189,""y"":265,""score"":0.35,""anchor"":{""x"":188,""y"":265},""separation"":1},{""x"":190,""y"":262,""score"":0.35,""anchor"":{""x"":190,""y"":263},""separation"":1},{""x"":190,""y"":264,""score"":0.35,""anchor"":{""x"":190,""y"":263},""separation"":1}]"	"[""map relation does not permit blind original-coordinate reuse""]"	not-applicable
npc	pending-review	variant	85	Livingston	12	188	263	12	190	262									pending		low	"{""old"":""fail"",""target"":""pass""}"		same-store-cluster	needs-evidence							保守复核：候选坐标来自自动安置，尚无独立原版身份/地标证据；暂不写入。	walkable topology candidate; manual review required	NpcMover/audit-report.md	"[{""x"":190,""y"":262,""score"":0.35,""anchor"":{""x"":190,""y"":263},""separation"":1},{""x"":190,""y"":264,""score"":0.35,""anchor"":{""x"":190,""y"":263},""separation"":1},{""x"":190,""y"":268,""score"":0.35,""anchor"":{""x"":190,""y"":267},""separation"":1}]"	"[""map relation does not permit blind original-coordinate reuse""]"	not-applicable
npc	pending-review	variant	86	Calla	12	188	267	12	190	264									pending		low	"{""old"":""fail"",""target"":""pass""}"		same-store-cluster	needs-evidence							保守复核：候选坐标来自自动安置，尚无独立原版身份/地标证据；暂不写入。	walkable topology candidate; manual review required	NpcMover/audit-report.md	"[{""x"":190,""y"":264,""score"":0.35,""anchor"":{""x"":190,""y"":263},""separation"":1},{""x"":190,""y"":268,""score"":0.35,""anchor"":{""x"":190,""y"":267},""separation"":1},{""x"":191,""y"":267,""score"":0.35,""anchor"":{""x"":190,""y"":267},""separation"":1}]"	"[""map relation does not permit blind original-coordinate reuse""]"	not-applicable
npc	pending-review	variant	88	Russ	0	375	304	0	413	349									semantic-audit		low	"{""old"":""fail"",""target"":""pass""}"		same-store-cluster	needs-evidence							保守复核：候选坐标来自自动安置，尚无独立原版身份/地标证据；暂不写入。	walkable topology candidate; manual review required	NpcMover/audit-report.md	"[{""x"":413,""y"":349,""score"":0.35,""anchor"":{""x"":414,""y"":349},""separation"":1},{""x"":414,""y"":348,""score"":0.35,""anchor"":{""x"":414,""y"":349},""separation"":1},{""x"":440,""y"":374,""score"":0.35,""anchor"":{""x"":441,""y"":374},""separation"":1}]"	"[""map relation does not permit blind original-coordinate reuse""]"	not-applicable
